CompTotal,SurveyEase,PurchaseInfluence,ResponseId,TBranch,SurveyLength,ICorPM
80000.0,Easy,I have some influence,920,Yes,Too short,Independent contributor
,Easy,,921,,Too short,
,Easy,,922,,Appropriate in length,
55000.0,Easy,I have a great deal of influence,923,Yes,Appropriate in length,Independent contributor
,Easy,,924,,Too short,
128750.0,Easy,I have little or no influence,925,Yes,Appropriate in length,Independent contributor
32000.0,Easy,I have some influence,926,No,Appropriate in length,
170000.0,Easy,I have little or no influence,927,No,Appropriate in length,
2500.0,Easy,I have little or no influence,928,No,Appropriate in length,
,Easy,,929,,Appropriate in length,
80000.0,Easy,I have little or no influence,930,Yes,Appropriate in length,Independent contributor
,Easy,,931,,Too long,
,Easy,,932,,Appropriate in length,
,Easy,,933,,Appropriate in length,
36500.0,Easy,I have some influence,935,Yes,Appropriate in length,Independent contributor
60000.0,Neither easy nor difficult,I have little or no influence,936,Yes,Appropriate in length,Independent contributor
,Easy,,937,,Appropriate in length,
,Easy,,938,Yes,Appropriate in length,People manager
170000.0,Easy,I have a great deal of influence,939,Yes,Appropriate in length,People manager
54000.0,Difficult,I have a great deal of influence,940,Yes,Too long,Independent contributor
6000000.0,Neither easy nor difficult,I have some influence,941,Yes,Appropriate in length,Independent contributor
,Neither easy nor difficult,,942,Yes,Appropriate in length,People manager
100000.0,Neither easy nor difficult,I have some influence,943,Yes,Too long,Independent contributor
1000000.0,Easy,I have little or no influence,944,Yes,Appropriate in length,Independent contributor
,Easy,,945,Yes,Appropriate in length,People manager
,Easy,,946,,Appropriate in length,
120000.0,Neither easy nor difficult,I have little or no influence,947,No,Too long,
,Easy,I have some influence,948,Yes,Too long,Independent contributor
200000.0,Easy,I have little or no influence,949,Yes,Too long,People manager
165000.0,Easy,I have little or no influence,950,Yes,Too short,Independent contributor
45000.0,Easy,I have little or no influence,951,Yes,Too long,Independent contributor
,Easy,,952,,Too short,
1400000.0,Easy,I have a great deal of influence,953,Yes,Appropriate in length,Independent contributor
130000.0,Neither easy nor difficult,I have some influence,954,Yes,Appropriate in length,Independent contributor
130000.0,Easy,I have little or no influence,955,No,Appropriate in length,
3500000.0,Easy,I have a great deal of influence,956,Yes,Too long,Independent contributor
7000.0,Neither easy nor difficult,I have some influence,957,No,Appropriate in length,
140000.0,Easy,I have little or no influence,958,No,Appropriate in length,
4000000.0,Easy,I have little or no influence,959,Yes,Appropriate in length,Independent contributor
,Easy,,960,,Appropriate in length,
35000.0,Neither easy nor difficult,I have a great deal of influence,961,Yes,Appropriate in length,Independent contributor
,Easy,,962,,Too short,
250000.0,Easy,I have some influence,963,Yes,Appropriate in length,Independent contributor
,Easy,,964,,Appropriate in length,
300000.0,Easy,I have a great deal of influence,965,Yes,Appropriate in length,People manager
95000.0,Easy,I have little or no influence,966,No,Appropriate in length,
52000.0,Neither easy nor difficult,I have a great deal of influence,967,Yes,Appropriate in length,Independent contributor
31510.0,Neither easy nor difficult,I have little or no influence,968,Yes,Appropriate in length,People manager
11500.0,Easy,I have little or no influence,969,Yes,Too long,Independent contributor
81000.0,Easy,I have some influence,970,Yes,Appropriate in length,Independent contributor
80000.0,Neither easy nor difficult,I have some influence,971,Yes,Appropriate in length,Independent contributor
,Easy,,972,,,
,Easy,I have some influence,973,No,Appropriate in length,
,Easy,,974,No,Appropriate in length,
,Easy,,975,,Appropriate in length,
105000.0,Easy,I have little or no influence,976,Yes,Too short,Independent contributor
30000.0,Easy,I have some influence,977,Yes,Appropriate in length,Independent contributor
,Easy,I have some influence,978,Yes,Appropriate in length,Independent contributor
175000.0,Neither easy nor difficult,I have little or no influence,979,Yes,Too long,Independent contributor
4200.0,Easy,I have some influence,980,Yes,Appropriate in length,Independent contributor
6500.0,Neither easy nor difficult,I have little or no influence,981,Yes,,Independent contributor
,Neither easy nor difficult,,982,,Too short,
,Easy,I have some influence,983,Yes,Appropriate in length,Independent contributor
120000.0,Easy,I have little or no influence,984,No,Appropriate in length,
70000.0,Neither easy nor difficult,I have some influence,985,Yes,Appropriate in length,Independent contributor
,Easy,,986,,Appropriate in length,
195000.0,Neither easy nor difficult,I have some influence,987,Yes,Appropriate in length,People manager
65000.0,Easy,I have a great deal of influence,988,No,Too short,
44000.0,Easy,I have some influence,989,Yes,Appropriate in length,Independent contributor
,Easy,,990,,Appropriate in length,
,Easy,,991,,Appropriate in length,
184000.0,Easy,I have a great deal of influence,992,,Appropriate in length,
40000.0,Easy,I have a great deal of influence,993,,Appropriate in length,
40000.0,Neither easy nor difficult,I have a great deal of influence,994,Yes,Appropriate in length,Independent contributor
160000.0,Easy,I have little or no influence,995,Yes,Appropriate in length,Independent contributor
,Easy,I have a great deal of influence,996,Yes,Appropriate in length,People manager
181000.0,Easy,I have a great deal of influence,997,Yes,Appropriate in length,Independent contributor
145000.0,Neither easy nor difficult,I have little or no influence,998,No,Appropriate in length,
,Easy,,999,,Appropriate in length,
1200000.0,Neither easy nor difficult,I have some influence,1000,No,Appropriate in length,
,Easy,,1001,,Appropriate in length,
,Easy,I have a great deal of influence,1002,,Appropriate in length,
80000.0,Neither easy nor difficult,I have some influence,1003,Yes,Appropriate in length,Independent contributor
7200.0,Easy,I have little or no influence,1004,Yes,Appropriate in length,Independent contributor
82000.0,Easy,I have little or no influence,1005,No,Appropriate in length,
180000.0,Neither easy nor difficult,I have little or no influence,1006,Yes,Appropriate in length,Independent contributor
7916.0,Easy,I have little or no influence,1007,Yes,Appropriate in length,Independent contributor
50000000.0,Easy,I have a great deal of influence,1008,No,Too long,
230000.0,Easy,I have a great deal of influence,1009,Yes,Appropriate in length,Independent contributor
47000.0,Easy,I have some influence,1010,No,Appropriate in length,
,Easy,I have little or no influence,1011,No,Appropriate in length,
